game_id,source,split,session_name,game_key,speaker,speaker_idx,speaker_start_role,speaker_end_role,num_turns,n_raw_empty_annotation_utterances,n_raw_no_strategy_utterances,n_multi_label_utterances,n_strategy_utterances,n_no_strategy_or_empty_utterances,n_accusation,n_call_for_action,n_defense,n_evidence,n_identity_declaration,n_interrogation,n_no_strategy_empty,n_strategy_labels,strategy_utterance_rate,no_strategy_or_empty_utterance_rate,multi_label_utterance_rate,rate_accusation_per_turn,rate_call_for_action_per_turn,rate_defense_per_turn,rate_evidence_per_turn,rate_identity_declaration_per_turn,rate_interrogation_per_turn
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,Ego4D,train,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game9,Hunter,2.0,Villager,Villager,39,0,29,3,10,29,4,1,2,0,3,3,29,13,0.2564102564102564,0.7435897435897436,0.07692307692307693,0.10256410256410256,0.02564102564102564,0.05128205128205128,0.0,0.07692307692307693,0.07692307692307693
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,Ego4D,train,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game9,Jacob,3.0,Seer,Seer,57,0,30,7,27,30,9,5,3,6,3,8,30,34,0.47368421052631576,0.5263157894736842,0.12280701754385964,0.15789473684210525,0.08771929824561403,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.14035087719298245
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,Ego4D,train,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game9,Sean,1.0,Villager,Villager,32,0,21,1,11,21,2,1,2,2,2,3,21,12,0.34375,0.65625,0.03125,0.0625,0.03125,0.0625,0.0625,0.0625,0.09375
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,Ego4D,train,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game9,Zack,0.0,Werewolf,Werewolf,4,0,3,0,1,3,0,0,0,0,0,1,3,1,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game10,Clint,3.0,Robber,Tanner,28,0,14,1,14,14,8,0,1,1,2,3,14,15,0.5,0.5,0.03571428571428571,0.2857142857142857,0.0,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.10714285714285714
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game10,Erin,2.0,Werewolf,Werewolf,33,0,20,1,13,20,5,0,1,3,0,5,20,14,0.3939393939393939,0.6060606060606061,0.030303030303030304,0.15151515151515152,0.0,0.030303030303030304,0.09090909090909091,0.0,0.15151515151515152
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game10,Margaret,1.0,Tanner,Robber,25,0,10,1,15,10,7,2,0,1,1,5,10,16,0.6,0.4,0.04,0.28,0.08,0.0,0.04,0.04,0.2
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game10,Siri,,,,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game10,Tyler,0.0,Werewolf,Werewolf,43,0,29,0,14,29,10,0,0,1,1,2,29,14,0.32558139534883723,0.6744186046511628,0.0,0.23255813953488372,0.0,0.0,0.023255813953488372,0.023255813953488372,0.046511627906976744
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game6,Clint,3.0,Werewolf,Werewolf,35,0,17,1,18,17,8,1,0,2,2,6,17,19,0.5142857142857142,0.4857142857142857,0.02857142857142857,0.22857142857142856,0.02857142857142857,0.0,0.05714285714285714,0.05714285714285714,0.17142857142857143
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game6,Erin,2.0,Robber,Drunk,33,0,20,1,13,20,2,0,5,3,2,2,20,14,0.3939393939393939,0.6060606060606061,0.030303030303030304,0.06060606060606061,0.0,0.15151515151515152,0.09090909090909091,0.06060606060606061,0.06060606060606061
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game6,Margaret,1.0,Troublemaker,Robber,34,0,16,1,18,16,11,1,1,1,1,4,16,19,0.5294117647058824,0.47058823529411764,0.029411764705882353,0.3235294117647059,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.11764705882352941
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game6,Tyler,0.0,Drunk,Werewolf,41,0,23,0,18,23,7,0,7,1,0,3,23,18,0.43902439024390244,0.5609756097560976,0.0,0.17073170731707318,0.0,0.17073170731707318,0.024390243902439025,0.0,0.07317073170731707
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game7,Clint,3.0,Werewolf,Werewolf,38,0,23,1,15,23,7,0,0,7,1,1,23,16,0.39473684210526316,0.6052631578947368,0.02631578947368421,0.18421052631578946,0.0,0.0,0.18421052631578946,0.02631578947368421,0.02631578947368421
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game7,Erin,2.0,Drunk,Hunter,24,0,14,1,10,14,2,0,0,1,1,7,14,11,0.4166666666666667,0.5833333333333334,0.041666666666666664,0.08333333333333333,0.0,0.0,0.041666666666666664,0.041666666666666664,0.2916666666666667
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game7,Margaret,1.0,Robber,Insomniac,38,0,22,5,16,22,9,0,1,7,2,2,22,21,0.42105263157894735,0.5789473684210527,0.13157894736842105,0.23684210526315788,0.0,0.02631578947368421,0.18421052631578946,0.05263157894736842,0.05263157894736842
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game7,Siri Voice,,,,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game7,Tyler,0.0,Insomniac,Robber,26,0,20,1,6,20,3,0,0,1,1,2,20,7,0.23076923076923078,0.7692307692307693,0.038461538461538464,0.11538461538461539,0.0,0.0,0.038461538461538464,0.038461538461538464,0.07692307692307693
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,Ego4D,val,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game8,Clint,3.0,Werewolf,Werewolf,29,0,19,1,10,19,6,0,2,0,2,1,19,11,0.3448275862068966,0.6551724137931034,0.034482758620689655,0.20689655172413793,0.0,0.06896551724137931,0.0,0.06896551724137931,0.034482758620689655
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,Ego4D,val,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game8,Erin,2.0,Drunk,Troublemaker,43,0,28,1,15,28,3,0,2,3,1,7,28,16,0.3488372093023256,0.6511627906976745,0.023255813953488372,0.06976744186046512,0.0,0.046511627906976744,0.06976744186046512,0.023255813953488372,0.16279069767441862
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,Ego4D,val,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game8,Margaret,1.0,Hunter,Hunter,29,0,10,1,19,10,9,0,0,2,2,7,10,20,0.6551724137931034,0.3448275862068966,0.034482758620689655,0.3103448275862069,0.0,0.0,0.06896551724137931,0.06896551724137931,0.2413793103448276
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,Ego4D,val,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game8,Tyler,0.0,Werewolf,Werewolf,23,0,10,2,13,10,8,1,0,2,1,3,10,15,0.5652173913043478,0.43478260869565216,0.08695652173913043,0.34782608695652173,0.043478260869565216,0.0,0.08695652173913043,0.043478260869565216,0.13043478260869565
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game9,Clint,3.0,Hunter,Robber,34,0,14,2,20,14,7,2,2,4,4,3,14,22,0.5882352941176471,0.4117647058823529,0.058823529411764705,0.20588235294117646,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.08823529411764706
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game9,Erin,2.0,Insomniac,Insomniac,33,0,16,1,17,16,4,0,5,0,0,9,16,18,0.5151515151515151,0.48484848484848486,0.030303030303030304,0.12121212121212122,0.0,0.15151515151515152,0.0,0.0,0.2727272727272727
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game9,Margaret,1.0,Robber,Hunter,26,0,10,0,16,10,7,0,2,4,1,2,10,16,0.6153846153846154,0.38461538461538464,0.0,0.2692307692307692,0.0,0.07692307692307693,0.15384615384615385,0.038461538461538464,0.07692307692307693
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,Ego4D,train,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game9,Tyler,0.0,Werewolf,Werewolf,45,0,21,1,24,21,6,0,7,6,3,3,21,25,0.5333333333333333,0.4666666666666667,0.022222222222222223,0.13333333333333333,0.0,0.15555555555555556,0.13333333333333333,0.06666666666666667,0.06666666666666667
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,Ego4D,train,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game1,Hunter,2.0,Villager,Werewolf,75,0,47,4,28,47,8,4,3,2,1,14,47,32,0.37333333333333335,0.6266666666666667,0.05333333333333334,0.10666666666666667,0.05333333333333334,0.04,0.02666666666666667,0.013333333333333334,0.18666666666666668
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,Ego4D,train,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game1,Jacob,3.0,Villager,Villager,75,0,49,2,26,49,3,6,2,1,2,14,49,28,0.3466666666666667,0.6533333333333333,0.02666666666666667,0.04,0.08,0.02666666666666667,0.013333333333333334,0.02666666666666667,0.18666666666666668
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,Ego4D,train,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game1,Sean,1.0,Werewolf,Villager,32,0,26,1,6,26,2,1,1,0,2,1,26,7,0.1875,0.8125,0.03125,0.0625,0.03125,0.03125,0.0,0.0625,0.03125
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,Ego4D,train,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game1,Zack,0.0,Troublemaker,Troublemaker,41,0,27,1,14,27,1,0,5,3,1,5,27,15,0.34146341463414637,0.6585365853658537,0.024390243902439025,0.024390243902439025,0.0,0.12195121951219512,0.07317073170731707,0.024390243902439025,0.12195121951219512
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,Ego4D,train,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game2,Hunter,2.0,Werewolf,Seer,16,0,6,1,10,6,1,0,1,4,1,5,6,12,0.625,0.375,0.0625,0.0625,0.0,0.0625,0.25,0.0625,0.3125
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,Ego4D,train,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game2,Jacob,3.0,Troublemaker,Troublemaker,31,0,16,4,15,16,2,4,5,5,1,4,16,21,0.4838709677419355,0.5161290322580645,0.12903225806451613,0.06451612903225806,0.12903225806451613,0.16129032258064516,0.16129032258064516,0.03225806451612903,0.12903225806451613
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,Ego4D,train,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game2,Sean,1.0,Seer,Robber,16,0,8,2,8,8,2,0,2,3,2,1,8,10,0.5,0.5,0.125,0.125,0.0,0.125,0.1875,0.125,0.0625
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,Ego4D,train,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game2,Zack,0.0,Robber,Werewolf,18,0,14,0,4,14,0,0,1,0,0,3,14,4,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.16666666666666666
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,Ego4D,train,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game3,Hunter,2.0,Robber,Robber,41,0,16,6,25,16,3,2,11,7,0,8,16,31,0.6097560975609756,0.3902439024390244,0.14634146341463414,0.07317073170731707,0.04878048780487805,0.2682926829268293,0.17073170731707318,0.0,0.1951219512195122
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,Ego4D,train,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game3,Jacob,3.0,Werewolf,Werewolf,41,0,15,10,26,15,5,2,10,8,3,8,15,36,0.6341463414634146,0.36585365853658536,0.24390243902439024,0.12195121951219512,0.04878048780487805,0.24390243902439024,0.1951219512195122,0.07317073170731707,0.1951219512195122
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,Ego4D,train,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game3,Sean,1.0,Troublemaker,Troublemaker,26,0,17,3,9,17,2,0,2,2,0,6,17,12,0.34615384615384615,0.6538461538461539,0.11538461538461539,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.0,0.23076923076923078
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,Ego4D,train,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game3,Zack,0.0,Seer,Seer,18,0,8,1,10,8,1,1,4,3,1,1,8,11,0.5555555555555556,0.4444444444444444,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.05555555555555555,0.05555555555555555
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,Ego4D,train,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game4,Hunter,2.0,Robber,Werewolf,68,0,30,10,38,30,15,1,12,11,1,8,30,48,0.5588235294117647,0.4411764705882353,0.14705882352941177,0.22058823529411764,0.014705882352941176,0.17647058823529413,0.16176470588235295,0.014705882352941176,0.11764705882352941
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,Ego4D,train,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game4,Jacob,3.0,Werewolf,Werewolf,69,0,37,11,32,37,6,4,14,8,2,11,37,45,0.463768115942029,0.5362318840579711,0.15942028985507245,0.08695652173913043,0.057971014492753624,0.2028985507246377,0.11594202898550725,0.028985507246376812,0.15942028985507245
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,Ego4D,train,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game4,Sean,1.0,Troublemaker,Robber,45,0,20,11,25,20,6,0,13,10,1,7,20,37,0.5555555555555556,0.4444444444444444,0.24444444444444444,0.13333333333333333,0.0,0.28888888888888886,0.2222222222222222,0.022222222222222223,0.15555555555555556
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,Ego4D,train,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game4,Zack,0.0,Werewolf,Troublemaker,23,0,9,5,14,9,0,2,5,11,1,1,9,20,0.6086956521739131,0.391304347826087,0.21739130434782608,0.0,0.08695652173913043,0.21739130434782608,0.4782608695652174,0.043478260869565216,0.043478260869565216
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,Ego4D,val,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game5,Game Audio,,,,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,Ego4D,val,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game5,Hunter,2.0,Troublemaker,Troublemaker,33,0,16,2,17,16,7,1,3,2,1,5,16,19,0.5151515151515151,0.48484848484848486,0.06060606060606061,0.21212121212121213,0.030303030303030304,0.09090909090909091,0.06060606060606061,0.030303030303030304,0.15151515151515152
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,Ego4D,val,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game5,Jacob,3.0,Werewolf,Werewolf,62,0,35,6,27,35,8,3,6,6,4,7,35,34,0.43548387096774194,0.5645161290322581,0.0967741935483871,0.12903225806451613,0.04838709677419355,0.0967741935483871,0.0967741935483871,0.06451612903225806,0.11290322580645161
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,Ego4D,val,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game5,Sean,1.0,Werewolf,Werewolf,47,0,32,2,15,32,2,2,4,1,0,8,32,17,0.3191489361702128,0.6808510638297872,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.0851063829787234,0.02127659574468085,0.0,0.1702127659574468
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,Ego4D,val,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game5,Zack,0.0,Villager,Villager,43,0,30,1,13,30,1,1,3,3,4,2,30,14,0.3023255813953488,0.6976744186046512,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.06976744186046512,0.06976744186046512,0.09302325581395349,0.046511627906976744
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,Ego4D,test,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game1,Danieal,,,,25,0,7,7,18,7,3,7,6,3,1,6,7,26,0.72,0.28,0.28,0.12,0.28,0.24,0.12,0.04,0.24
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,Ego4D,test,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game1,Jessica,2.0,Werewolf,Troublemaker,11,0,7,0,4,7,0,0,1,0,1,2,7,4,0.36363636363636365,0.6363636363636364,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,Ego4D,test,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game1,Kaelan,1.0,Troublemaker,Robber,29,0,12,7,17,12,2,2,8,6,3,5,12,26,0.5862068965517241,0.41379310344827586,0.2413793103448276,0.06896551724137931,0.06896551724137931,0.27586206896551724,0.20689655172413793,0.10344827586206896,0.1724137931034483
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,Ego4D,test,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game1,Kevin,0.0,Robber,Werewolf,20,0,7,4,13,7,3,1,4,4,2,3,7,17,0.65,0.35,0.2,0.15,0.05,0.2,0.2,0.1,0.15
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,Ego4D,test,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game2,Danieal,,,,15,0,7,2,8,7,0,1,4,2,0,3,7,10,0.5333333333333333,0.4666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.0,0.2
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,Ego4D,test,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game2,Jessica,2.0,Minion,Villager,11,0,5,2,6,5,0,1,2,2,4,1,5,10,0.5454545454545454,0.45454545454545453,0.18181818181818182,0.0,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.09090909090909091
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,Ego4D,test,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game2,Kaelan,1.0,Robber,Minion,9,0,2,5,7,2,0,0,6,5,4,0,2,15,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.0,0.0,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.0
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,Ego4D,test,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game2,Kaelan and Danieal,,,,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,Ego4D,test,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game2,Kevin,0.0,Troublemaker,Troublemaker,13,0,2,3,11,2,3,2,1,3,2,3,2,14,0.8461538461538461,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.23076923076923078
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,Ego4D,test,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game3,Danieal,,,,14,0,0,4,14,0,2,2,4,2,2,8,0,20,1.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.5714285714285714
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,Ego4D,test,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game3,Jessica,2.0,Doppelganger,Werewolf,8,0,2,2,6,2,0,1,3,2,2,1,2,9,0.75,0.25,0.25,0.0,0.125,0.375,0.25,0.25,0.125
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,Ego4D,test,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game3,Kaelan,1.0,Troublemaker,Troublemaker,15,0,2,5,13,2,2,0,7,4,2,3,2,18,0.8666666666666667,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.0,0.4666666666666667,0.26666666666666666,0.13333333333333333,0.2
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,Ego4D,test,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game3,Kevin,0.0,Minion,Doppelganger,6,0,2,1,4,2,0,0,2,0,3,0,2,5,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.5,0.0
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,Ego4D,train,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game4,Automated,,,,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,Ego4D,train,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game4,Danieal,,,,14,0,2,5,12,2,4,1,5,3,3,1,2,17,0.8571428571428571,0.14285714285714285,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.35714285714285715,0.21428571428571427,0.21428571428571427,0.07142857142857142
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,Ego4D,train,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game4,Jessica,2.0,Robber,Seer,7,0,0,2,7,0,2,0,4,2,1,1,0,10,1.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.14285714285714285
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,Ego4D,train,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game4,Kaelan,1.0,Seer,Minion,25,0,5,6,20,5,6,1,9,3,5,5,5,29,0.8,0.2,0.24,0.24,0.04,0.36,0.12,0.2,0.2
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,Ego4D,train,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game4,Kevin,0.0,Troublemaker,Troublemaker,15,0,3,6,12,3,2,1,6,5,3,1,3,18,0.8,0.2,0.4,0.13333333333333333,0.06666666666666667,0.4,0.3333333333333333,0.2,0.06666666666666667
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,Ego4D,train,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game5,Danieal,,,,16,0,8,3,8,8,2,1,2,2,0,4,8,11,0.5,0.5,0.1875,0.125,0.0625,0.125,0.125,0.0,0.25
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,Ego4D,train,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game5,Jessica,2.0,Tanner,Troublemaker,9,0,1,3,8,1,3,2,3,0,3,1,1,12,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,Ego4D,train,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game5,Kaelan,1.0,Drunk,Center Card,16,0,1,7,15,1,8,0,9,1,1,3,1,22,0.9375,0.0625,0.4375,0.5,0.0,0.5625,0.0625,0.0625,0.1875
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,Ego4D,train,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game5,Kevin,0.0,Troublemaker,Robber,22,0,7,5,15,7,3,2,6,3,2,4,7,20,0.6818181818181818,0.3181818181818182,0.22727272727272727,0.13636363636363635,0.09090909090909091,0.2727272727272727,0.13636363636363635,0.09090909090909091,0.18181818181818182
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,Ego4D,train,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game5,Timer,,,,3,0,2,0,1,2,0,1,0,0,0,0,2,1,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game6,Ego4D,train,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game6,Audio,,,,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game6,Ego4D,train,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game6,Danieal,,,,15,0,6,1,9,6,2,0,0,1,1,6,6,10,0.6,0.4,0.06666666666666667,0.13333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0.4
